conversation_id,account_id,user_id,created_at,resolved_at,channel,issue_type,resolved_by,ai_assist_used_flag,escalated_flag,resolution_minutes,csat_score
conv_00007803,acct_00000160,usr_00003631,2025-01-28 14:21:17,2025-01-28 15:55:17,chat,bug,human,0,0,94,2.7
conv_00007828,acct_00000160,usr_00003640,2025-01-30 07:22:07,2025-01-30 08:01:07,chat,workflow,human,0,0,39,3.5
conv_00007831,acct_00000160,usr_00003631,2025-01-31 14:40:40,2025-01-31 15:53:40,email,bug,ai_plus_human,1,0,73,3.6
conv_00007817,acct_00000160,usr_00003638,2025-02-02 08:34:42,2025-02-02 09:11:42,email,workflow,ai,1,0,37,3.6
conv_00007833,acct_00000160,usr_00003668,2025-02-02 15:58:22,2025-02-02 16:27:22,chat,reporting,ai_plus_human,1,0,29,3.2
conv_00007804,acct_00000160,usr_00003676,2025-02-02 23:50:43,2025-02-03 00:30:43,chat,setup,ai_plus_human,1,1,40,2.7
conv_00007807,acct_00000160,usr_00003660,2025-02-03 09:19:08,2025-02-03 10:04:08,chat,billing,human,0,0,45,3.3
conv_00007816,acct_00000160,usr_00003634,2025-02-04 07:50:32,2025-02-04 08:10:32,email,setup,human,0,0,20,3.4
conv_00007834,acct_00000160,usr_00003676,2025-02-04 08:07:28,2025-02-04 09:37:28,chat,api,ai_plus_human,1,1,90,2.7
conv_00007851,acct_00000160,usr_00003623,2025-02-04 09:39:40,2025-02-04 10:53:40,chat,bug,ai,1,0,74,3.3
conv_00007781,acct_00000160,usr_00003638,2025-02-04 15:03:59,2025-02-04 15:36:59,email,reporting,ai,1,0,33,3.2
conv_00007848,acct_00000160,usr_00003644,2025-02-04 21:26:47,2025-02-04 21:56:47,chat,reporting,human,0,0,30,3.3
conv_00007792,acct_00000160,usr_00003681,2025-02-05 07:47:45,2025-02-05 08:10:45,email,setup,human,0,0,23,3.1
conv_00007820,acct_00000160,usr_00003633,2025-02-05 20:26:06,2025-02-05 21:37:06,email,api,human,0,0,71,3.5
conv_00007872,acct_00000160,usr_00003652,2025-02-06 14:09:06,2025-02-06 14:37:06,chat,permissions,human,0,0,28,3.6
conv_00007868,acct_00000160,usr_00003681,2025-02-08 09:42:28,2025-02-08 10:09:28,web,reporting,human,0,0,27,2.8
conv_00007862,acct_00000160,usr_00003640,2025-02-08 20:13:22,2025-02-08 20:48:22,chat,reporting,ai,1,0,35,3.4
conv_00007858,acct_00000160,usr_00003652,2025-02-10 15:04:23,2025-02-10 16:01:23,chat,api,human,0,0,57,3.5
conv_00007839,acct_00000160,usr_00003638,2025-02-10 15:50:39,2025-02-10 16:58:39,chat,api,human,0,0,68,3.3
conv_00007852,acct_00000160,usr_00003675,2025-02-10 19:45:37,2025-02-10 21:11:37,email,workflow,human,0,1,86,2.7
conv_00007876,acct_00000160,usr_00003623,2025-02-11 16:49:35,2025-02-11 17:46:35,chat,bug,ai,1,0,57,3.4
conv_00007842,acct_00000160,usr_00003628,2025-02-14 19:47:20,2025-02-14 20:18:20,chat,workflow,ai,1,0,31,3.6
conv_00007873,acct_00000160,usr_00003649,2025-02-14 21:38:41,2025-02-14 21:46:41,web,setup,human,0,0,8,3.4
conv_00007795,acct_00000160,usr_00003640,2025-02-15 17:10:18,2025-02-15 17:45:18,chat,setup,human,0,0,35,3.1
conv_00007854,acct_00000160,usr_00003675,2025-02-16 14:05:30,2025-02-16 15:51:30,email,bug,human,0,0,106,3.7
conv_00007813,acct_00000160,usr_00003678,2025-02-17 12:13:43,2025-02-17 12:56:43,chat,workflow,human,0,0,43,3.3
conv_00007855,acct_00000160,usr_00003645,2025-02-17 20:06:37,2025-02-17 20:54:37,chat,billing,human,0,0,48,3.7
conv_00007860,acct_00000160,usr_00003645,2025-02-18 08:04:30,2025-02-18 08:57:30,web,workflow,human,0,0,53,3.3
conv_00007822,acct_00000160,usr_00003644,2025-02-18 08:29:20,2025-02-18 09:51:20,chat,bug,human,0,0,82,4.0
conv_00007853,acct_00000160,usr_00003647,2025-02-19 10:39:11,2025-02-19 11:12:11,chat,workflow,ai,1,0,33,3.7
conv_00007811,acct_00000160,usr_00003673,2025-02-19 15:02:17,2025-02-19 15:24:17,chat,reporting,ai_plus_human,1,0,22,3.7
conv_00007875,acct_00000160,usr_00003623,2025-02-20 07:08:38,2025-02-20 09:56:38,web,bug,human,0,1,168,3.1
conv_00007783,acct_00000160,usr_00003649,2025-02-20 08:54:02,2025-02-20 09:34:02,email,bug,ai,1,0,40,3.1
conv_00007836,acct_00000160,usr_00003667,2025-02-21 09:02:44,2025-02-21 10:30:44,chat,bug,human,0,0,88,3.5
conv_00007798,acct_00000160,usr_00003636,2025-02-21 11:29:21,2025-02-21 12:28:21,email,workflow,human,0,0,59,3.5
conv_00007850,acct_00000160,usr_00003659,2025-02-22 12:09:14,2025-02-22 12:30:14,web,setup,ai,1,0,21,3.9
conv_00007874,acct_00000160,usr_00003671,2025-02-22 17:34:38,2025-02-22 18:01:38,email,setup,human,0,0,27,3.5
conv_00007829,acct_00000160,usr_00003635,2025-02-23 08:42:18,2025-02-23 09:22:18,chat,api,ai_plus_human,1,0,40,2.8
conv_00007814,acct_00000160,usr_00003657,2025-02-23 09:43:42,2025-02-23 10:22:42,chat,setup,human,0,1,39,2.5
conv_00007788,acct_00000160,usr_00003643,2025-02-24 14:13:30,2025-02-24 15:35:30,chat,bug,human,0,0,82,3.6
conv_00007787,acct_00000160,usr_00003682,2025-02-26 13:06:47,2025-02-26 13:50:47,email,api,ai,1,0,44,3.3
conv_00007812,acct_00000160,usr_00003634,2025-02-28 17:53:05,2025-02-28 18:36:05,email,reporting,human,0,0,43,3.0
conv_00007824,acct_00000160,usr_00003639,2025-03-01 15:05:39,2025-03-01 16:20:39,web,api,ai_plus_human,1,1,75,2.7
conv_00007818,acct_00000160,usr_00003644,2025-03-01 21:50:33,2025-03-01 22:42:33,web,api,ai,1,0,52,3.2
conv_00007827,acct_00000160,usr_00003659,2025-03-02 13:20:55,2025-03-02 14:41:55,chat,billing,human,0,1,81,2.6
conv_00007784,acct_00000160,usr_00003637,2025-03-02 17:28:12,2025-03-02 17:42:12,email,setup,human,0,0,14,3.8
conv_00007790,acct_00000160,usr_00003651,2025-03-04 13:07:22,2025-03-04 13:42:22,email,api,ai,1,0,35,3.7
conv_00007797,acct_00000160,usr_00003623,2025-03-07 19:34:36,2025-03-07 21:37:36,web,bug,ai_plus_human,1,1,123,2.9
conv_00007857,acct_00000160,usr_00003669,2025-03-09 17:46:40,2025-03-09 18:23:40,chat,billing,human,0,0,37,3.3
conv_00007810,acct_00000160,usr_00003680,2025-03-10 21:26:24,2025-03-10 21:31:24,chat,setup,ai,1,0,5,3.4
conv_00007809,acct_00000160,usr_00003633,2025-03-15 19:12:52,2025-03-15 19:50:52,chat,billing,human,0,0,38,3.3
conv_00007835,acct_00000160,usr_00003686,2025-03-15 20:42:37,2025-03-15 22:02:37,chat,billing,human,0,1,80,2.8
conv_00007849,acct_00000160,usr_00003646,2025-03-16 15:23:43,2025-03-16 15:57:43,chat,reporting,ai,1,0,34,3.6
conv_00007864,acct_00000160,usr_00003661,2025-03-17 11:52:47,2025-03-17 13:54:47,web,bug,ai_plus_human,1,1,122,3.0
conv_00007830,acct_00000160,usr_00003686,2025-03-18 07:16:42,2025-03-18 07:51:42,email,workflow,ai,1,0,35,4.2
conv_00007878,acct_00000160,usr_00003656,2025-03-19 13:07:14,2025-03-19 13:29:14,email,billing,ai_plus_human,1,0,22,3.6
conv_00007880,acct_00000160,usr_00003660,2025-03-20 15:40:32,2025-03-20 16:12:32,chat,billing,ai_plus_human,1,0,32,3.7
conv_00007794,acct_00000160,usr_00003668,2025-03-21 19:30:48,2025-03-21 21:08:48,chat,billing,human,0,1,98,2.6
conv_00007800,acct_00000160,usr_00003632,2025-03-21 20:27:53,2025-03-21 21:16:53,chat,api,ai_plus_human,1,0,49,3.4
conv_00007821,acct_00000160,usr_00003656,2025-03-22 16:19:16,2025-03-22 17:22:16,email,bug,ai_plus_human,1,0,63,3.6
conv_00007789,acct_00000160,usr_00003687,2025-03-23 12:07:52,2025-03-23 12:29:52,email,reporting,human,0,0,22,3.4
conv_00007799,acct_00000160,usr_00003672,2025-03-23 16:14:28,2025-03-23 16:50:28,chat,billing,ai_plus_human,1,0,36,3.5
conv_00007802,acct_00000160,usr_00003632,2025-03-24 07:33:30,2025-03-24 08:10:30,chat,billing,human,0,0,37,3.5
conv_00007843,acct_00000160,usr_00003679,2025-03-24 07:59:57,2025-03-24 08:31:57,email,setup,human,0,1,32,2.7
conv_00007806,acct_00000160,usr_00003624,2025-03-24 20:36:11,2025-03-24 21:27:11,chat,bug,ai,1,0,51,3.8
conv_00007805,acct_00000160,usr_00003648,2025-03-26 07:08:07,2025-03-26 07:33:07,chat,setup,human,0,0,25,3.4
conv_00007869,acct_00000160,usr_00003682,2025-03-26 14:19:56,2025-03-26 14:32:56,chat,setup,ai,1,0,13,3.3
conv_00007866,acct_00000160,usr_00003642,2025-03-27 14:22:16,2025-03-27 16:43:16,chat,bug,human,0,1,141,2.4
conv_00007847,acct_00000160,usr_00003678,2025-03-29 09:07:47,2025-03-29 09:36:47,email,permissions,human,0,0,29,2.9
conv_00007865,acct_00000160,usr_00003640,2025-03-30 07:45:52,2025-03-30 08:32:52,email,api,ai_plus_human,1,0,47,4.1
conv_00007837,acct_00000160,usr_00003679,2025-03-30 10:07:36,2025-03-30 10:44:36,chat,permissions,human,0,0,37,3.7
conv_00007877,acct_00000160,usr_00003677,2025-04-01 09:43:40,2025-04-01 10:10:40,email,permissions,ai_plus_human,1,0,27,3.7
conv_00007791,acct_00000160,usr_00003687,2025-04-02 15:12:45,2025-04-02 16:04:45,web,permissions,human,0,1,52,2.5
conv_00007840,acct_00000160,usr_00003633,2025-04-02 18:37:45,2025-04-02 19:54:45,chat,api,human,0,0,77,3.9
conv_00007823,acct_00000160,usr_00003670,2025-04-03 09:05:40,2025-04-03 10:12:40,chat,bug,human,0,0,67,4.2
conv_00007801,acct_00000160,usr_00003635,2025-04-05 08:07:11,2025-04-05 08:44:11,chat,permissions,human,0,0,37,4.0
conv_00007808,acct_00000160,usr_00003687,2025-04-06 16:55:40,2025-04-06 17:19:40,email,setup,human,0,0,24,3.2
conv_00007856,acct_00000160,usr_00003666,2025-04-06 18:49:40,2025-04-06 19:14:40,chat,setup,human,0,0,25,3.8
conv_00007863,acct_00000160,usr_00003658,2025-04-07 10:54:25,2025-04-07 11:05:25,email,setup,ai_plus_human,1,0,11,3.5
conv_00007793,acct_00000160,usr_00003669,2025-04-08 20:49:06,2025-04-08 21:31:06,chat,api,ai,1,0,42,4.1
conv_00007785,acct_00000160,usr_00003687,2025-04-09 12:05:13,2025-04-09 12:21:13,email,setup,human,0,0,16,3.5
conv_00007841,acct_00000160,usr_00003632,2025-04-10 08:15:00,2025-04-10 08:40:00,chat,permissions,ai,1,0,25,4.1
conv_00007879,acct_00000160,usr_00003635,2025-04-10 14:42:11,2025-04-10 17:55:11,chat,bug,human,0,1,193,2.2
conv_00007861,acct_00000160,usr_00003636,2025-04-11 12:56:39,2025-04-11 14:11:39,chat,api,human,0,0,75,3.6
conv_00007786,acct_00000160,usr_00003635,2025-04-12 09:58:40,2025-04-12 10:23:40,email,setup,ai_plus_human,1,0,25,4.0
conv_00007838,acct_00000160,usr_00003646,2025-04-12 11:58:50,2025-04-12 12:17:50,chat,setup,human,0,0,19,3.5
conv_00007845,acct_00000160,usr_00003663,2025-04-13 16:27:52,2025-04-13 17:28:52,chat,bug,human,0,0,61,3.3
conv_00007782,acct_00000160,usr_00003674,2025-04-14 16:14:41,2025-04-14 18:03:41,web,bug,human,0,0,109,3.6
conv_00007819,acct_00000160,usr_00003653,2025-04-15 09:33:19,2025-04-15 10:57:19,chat,bug,human,0,0,84,2.9
conv_00007825,acct_00000160,usr_00003674,2025-04-15 13:12:53,2025-04-15 14:12:53,email,workflow,human,0,0,60,3.3
conv_00007796,acct_00000160,usr_00003669,2025-04-18 13:20:15,2025-04-18 13:30:15,email,reporting,ai,1,0,10,3.9
conv_00007870,acct_00000160,usr_00003679,2025-04-20 19:19:32,2025-04-20 20:28:32,chat,reporting,human,0,1,69,2.6
conv_00007846,acct_00000160,usr_00003647,2025-04-21 09:53:07,2025-04-21 10:39:07,chat,workflow,human,0,0,46,3.3
conv_00007859,acct_00000160,usr_00003667,2025-04-22 14:18:39,2025-04-22 15:00:39,web,reporting,human,0,0,42,3.6
conv_00007815,acct_00000160,usr_00003636,2025-04-24 10:06:59,2025-04-24 12:01:59,email,bug,ai_plus_human,1,1,115,3.0
conv_00007826,acct_00000160,usr_00003663,2025-04-26 14:54:40,2025-04-26 16:42:40,chat,bug,human,0,0,108,3.6
conv_00007867,acct_00000160,usr_00003645,2025-04-28 15:17:39,2025-04-28 16:15:39,chat,reporting,human,0,1,58,2.5
conv_00007832,acct_00000160,usr_00003676,2025-04-30 13:44:56,2025-04-30 14:27:56,email,billing,human,0,0,43,3.4
conv_00007844,acct_00000160,usr_00003649,2025-04-30 19:11:25,2025-04-30 19:58:25,chat,api,ai,1,0,47,3.9
conv_00007871,acct_00000160,usr_00003628,2025-04-30 19:59:08,2025-04-30 20:25:08,email,reporting,ai,1,0,26,3.2
conv_00007911,acct_00000161,usr_00003711,2025-02-11 17:52:39,2025-02-11 18:38:39,email,api,human,0,0,46,3.3
conv_00007898,acct_00000161,usr_00003700,2025-02-14 20:25:27,2025-02-14 21:10:27,chat,workflow,human,0,0,45,3.6
conv_00007903,acct_00000161,usr_00003711,2025-02-15 11:06:23,2025-02-15 11:53:23,chat,workflow,human,0,0,47,3.2
conv_00007899,acct_00000161,usr_00003703,2025-02-18 21:25:25,2025-02-18 21:42:25,email,setup,ai,1,0,17,3.5
conv_00007901,acct_00000161,usr_00003718,2025-02-20 19:55:54,2025-02-20 21:02:54,chat,workflow,human,0,0,67,4.0
conv_00007916,acct_00000161,usr_00003708,2025-02-21 16:27:50,2025-02-21 16:53:50,web,setup,human,0,0,26,3.7
conv_00007906,acct_00000161,usr_00003711,2025-02-21 17:17:20,2025-02-21 17:58:20,email,billing,human,0,0,41,3.4
conv_00007895,acct_00000161,usr_00003708,2025-02-22 11:29:35,2025-02-22 12:56:35,email,bug,human,0,0,87,2.8
conv_00007882,acct_00000161,usr_00003718,2025-02-23 09:31:29,2025-02-23 11:51:29,email,bug,human,0,1,140,2.4
conv_00007913,acct_00000161,usr_00003717,2025-02-24 20:01:32,2025-02-24 21:19:32,chat,workflow,human,0,0,78,3.7
conv_00007900,acct_00000161,usr_00003707,2025-02-26 18:58:02,2025-02-26 19:13:02,chat,setup,ai_plus_human,1,0,15,3.8
conv_00007912,acct_00000161,usr_00003718,2025-03-01 16:41:08,2025-03-01 18:19:08,chat,bug,ai_plus_human,1,1,98,3.0
conv_00007902,acct_00000161,usr_00003700,2025-03-04 17:23:44,2025-03-04 18:02:44,chat,reporting,ai,1,0,39,4.2
conv_00007891,acct_00000161,usr_00003718,2025-03-08 20:28:58,2025-03-08 22:44:58,chat,bug,human,0,0,136,2.9
conv_00007886,acct_00000161,usr_00003719,2025-03-08 21:27:01,2025-03-08 21:40:01,chat,setup,ai,1,0,13,3.6
conv_00007907,acct_00000161,usr_00003691,2025-03-11 09:42:56,2025-03-11 10:11:56,email,setup,human,0,0,29,3.3
conv_00007914,acct_00000161,usr_00003696,2025-03-12 09:00:04,2025-03-12 09:51:04,chat,api,ai,1,0,51,3.7
conv_00007909,acct_00000161,usr_00003701,2025-03-12 18:07:16,2025-03-12 18:56:16,chat,workflow,human,0,0,49,3.4
conv_00007908,acct_00000161,usr_00003718,2025-03-14 15:18:23,2025-03-14 16:03:23,email,setup,human,0,0,45,3.1
conv_00007919,acct_00000161,usr_00003722,2025-03-18 17:09:00,2025-03-18 19:07:00,email,bug,ai_plus_human,1,1,118,3.1
conv_00007887,acct_00000161,usr_00003698,2025-03-19 17:00:57,2025-03-19 17:29:57,web,permissions,ai,1,0,29,3.5
conv_00007905,acct_00000161,usr_00003694,2025-03-19 20:31:15,2025-03-19 21:10:15,email,permissions,human,0,0,39,3.0
conv_00007888,acct_00000161,usr_00003705,2025-03-21 19:39:07,2025-03-21 20:50:07,web,bug,human,0,0,71,3.3
conv_00007910,acct_00000161,usr_00003719,2025-03-24 10:50:33,2025-03-24 11:17:33,chat,workflow,ai,1,0,27,3.2
conv_00007889,acct_00000161,usr_00003698,2025-03-26 17:35:19,2025-03-26 18:10:19,chat,workflow,ai_plus_human,1,0,35,3.7
conv_00007883,acct_00000161,usr_00003713,2025-03-27 20:24:41,2025-03-27 20:57:41,chat,reporting,ai,1,0,33,4.0
conv_00007904,acct_00000161,usr_00003699,2025-03-28 20:09:19,2025-03-28 20:40:19,chat,workflow,ai,1,0,31,3.5
conv_00007885,acct_00000161,usr_00003691,2025-03-29 07:17:19,2025-03-29 07:35:19,email,setup,ai_plus_human,1,0,18,3.3
conv_00007894,acct_00000161,usr_00003707,2025-04-01 14:36:06,2025-04-01 15:36:06,web,workflow,human,0,0,60,3.3
conv_00007918,acct_00000161,usr_00003710,2025-04-01 18:38:16,2025-04-01 19:16:16,email,reporting,ai,1,0,38,3.6
conv_00007890,acct_00000161,usr_00003690,2025-04-05 21:29:28,2025-04-05 22:39:28,email,api,human,0,0,70,3.6
conv_00007881,acct_00000161,usr_00003712,2025-04-11 18:52:25,2025-04-11 19:11:25,web,reporting,ai,1,0,19,3.8
conv_00007893,acct_00000161,usr_00003715,2025-04-11 20:16:12,2025-04-11 20:50:12,chat,api,ai_plus_human,1,0,34,3.9
conv_00007897,acct_00000161,usr_00003716,2025-04-13 12:03:14,2025-04-13 12:39:14,web,workflow,human,0,0,36,3.5
conv_00007915,acct_00000161,usr_00003701,2025-04-17 20:39:16,2025-04-17 21:07:16,web,reporting,human,0,0,28,3.3
conv_00007896,acct_00000161,usr_00003705,2025-04-20 13:02:12,2025-04-20 14:43:12,chat,bug,human,0,0,101,2.8
conv_00007884,acct_00000161,usr_00003698,2025-04-22 19:42:20,2025-04-22 20:20:20,chat,setup,human,0,1,38,3.1
conv_00007892,acct_00000161,usr_00003689,2025-04-30 07:56:28,2025-04-30 08:48:28,email,api,ai,1,0,52,3.4
conv_00007917,acct_00000161,usr_00003699,2025-04-30 17:41:36,2025-04-30 19:01:36,chat,bug,ai,1,0,80,3.1
conv_00007924,acct_00000162,usr_00003732,2025-02-12 10:23:40,2025-02-12 10:41:40,chat,setup,ai,1,0,18,3.8
conv_00007921,acct_00000162,usr_00003732,2025-02-13 12:35:14,2025-02-13 13:49:14,chat,api,ai_plus_human,1,1,74,3.0
conv_00007935,acct_00000162,usr_00003732,2025-02-15 13:12:22,2025-02-15 13:44:22,email,reporting,human,0,0,32,3.7
conv_00007920,acct_00000162,usr_00003724,2025-02-26 11:21:22,2025-02-26 12:14:22,email,billing,human,0,0,53,4.2
conv_00007944,acct_00000162,usr_00003734,2025-02-27 16:00:14,2025-02-27 17:36:14,email,bug,ai,1,0,96,3.2
conv_00007927,acct_00000162,usr_00003727,2025-03-05 07:35:12,2025-03-05 09:33:12,email,bug,ai_plus_human,1,1,118,2.9
conv_00007947,acct_00000162,usr_00003737,2025-03-06 09:42:56,2025-03-06 11:11:56,web,bug,human,0,0,89,3.5
conv_00007932,acct_00000162,usr_00003732,2025-03-06 09:43:38,2025-03-06 10:38:38,chat,workflow,human,0,0,55,2.9
conv_00007923,acct_00000162,usr_00003724,2025-03-06 15:46:05,2025-03-06 16:12:05,chat,permissions,human,0,0,26,3.4
conv_00007928,acct_00000162,usr_00003724,2025-03-06 17:47:14,2025-03-06 18:28:14,chat,permissions,ai_plus_human,1,1,41,2.1
conv_00007922,acct_00000162,usr_00003734,2025-03-07 11:29:05,2025-03-07 12:07:05,email,permissions,ai_plus_human,1,0,38,4.1
conv_00007936,acct_00000162,usr_00003724,2025-03-08 08:42:28,2025-03-08 09:14:28,chat,setup,human,0,0,32,2.9
conv_00007926,acct_00000162,usr_00003737,2025-03-08 09:07:58,2025-03-08 11:29:58,chat,api,human,0,1,142,2.3
conv_00007942,acct_00000162,usr_00003732,2025-03-08 09:49:50,2025-03-08 11:07:50,chat,workflow,ai_plus_human,1,1,78,2.7
conv_00007941,acct_00000162,usr_00003728,2025-03-08 19:29:22,2025-03-08 20:15:22,email,workflow,human,0,0,46,3.9
conv_00007931,acct_00000162,usr_00003729,2025-03-13 15:50:58,2025-03-13 16:53:58,chat,api,ai_plus_human,1,0,63,2.8
conv_00007933,acct_00000162,usr_00003734,2025-03-13 20:12:59,2025-03-13 20:40:59,chat,setup,human,0,0,28,3.9
conv_00007929,acct_00000162,usr_00003735,2025-03-15 07:40:06,2025-03-15 09:28:06,chat,workflow,human,0,1,108,2.3
conv_00007930,acct_00000162,usr_00003727,2025-03-16 12:31:53,2025-03-16 13:10:53,email,workflow,human,0,0,39,2.9
conv_00007940,acct_00000162,usr_00003738,2025-03-16 16:01:39,2025-03-16 16:11:39,email,setup,ai,1,0,10,3.3
conv_00007925,acct_00000162,usr_00003730,2025-03-16 16:28:03,2025-03-16 16:52:03,web,setup,ai,1,0,24,3.5
conv_00007939,acct_00000162,usr_00003735,2025-03-18 20:09:21,2025-03-18 20:40:21,chat,setup,human,0,1,31,3.4
conv_00007934,acct_00000162,usr_00003735,2025-03-19 10:00:00,2025-03-19 10:31:00,chat,reporting,human,0,0,31,3.0
conv_00007937,acct_00000162,usr_00003724,2025-03-19 10:00:00,2025-03-19 11:35:00,email,bug,human,0,0,95,3.5
conv_00007938,acct_00000162,usr_00003735,2025-03-19 10:00:00,2025-03-19 12:08:00,web,api,human,0,1,128,1.8
conv_00007943,acct_00000162,usr_00003730,2025-03-19 10:00:00,2025-03-19 10:36:00,chat,billing,human,0,0,36,3.1
conv_00007945,acct_00000162,usr_00003729,2025-03-19 10:00:00,2025-03-19 10:23:00,chat,permissions,ai_plus_human,1,0,23,3.3
conv_00007946,acct_00000162,usr_00003731,2025-03-19 10:00:00,2025-03-19 10:32:00,chat,permissions,human,0,0,32,4.1
conv_00007966,acct_00000163,usr_00003739,2025-01-25 14:05:49,2025-01-25 15:36:49,chat,bug,human,0,0,91,3.9
conv_00007955,acct_00000163,usr_00003744,2025-02-04 16:59:41,2025-02-04 18:46:41,email,bug,human,0,0,107,3.9
conv_00007949,acct_00000163,usr_00003740,2025-02-06 16:51:41,2025-02-06 17:33:41,web,reporting,human,0,0,42,3.4
conv_00007961,acct_00000163,usr_00003739,2025-02-07 19:03:51,2025-02-07 19:19:51,web,permissions,ai,1,0,16,3.4
conv_00007965,acct_00000163,usr_00003743,2025-02-09 18:01:12,2025-02-09 20:16:12,web,api,human,0,1,135,2.5
conv_00007960,acct_00000163,usr_00003747,2025-02-12 15:15:42,2025-02-12 16:53:42,chat,bug,human,0,0,98,3.3
conv_00007952,acct_00000163,usr_00003750,2025-02-21 18:31:49,2025-02-21 19:09:49,chat,workflow,human,0,0,38,3.3
conv_00007953,acct_00000163,usr_00003742,2025-02-23 10:29:42,2025-02-23 11:12:42,chat,billing,human,0,0,43,3.7
conv_00007954,acct_00000163,usr_00003742,2025-03-02 09:24:54,2025-03-02 09:50:54,chat,reporting,ai_plus_human,1,0,26,3.7
conv_00007956,acct_00000163,usr_00003742,2025-03-06 10:20:25,2025-03-06 11:09:25,chat,workflow,human,0,0,49,3.0
conv_00007951,acct_00000163,usr_00003739,2025-03-07 20:51:04,2025-03-07 21:25:04,chat,setup,human,0,0,34,4.0
conv_00007959,acct_00000163,usr_00003745,2025-03-09 21:03:39,2025-03-09 21:30:39,email,setup,human,0,0,27,3.5
conv_00007950,acct_00000163,usr_00003748,2025-03-18 13:54:58,2025-03-18 14:39:58,chat,api,ai,1,0,45,3.7
conv_00007962,acct_00000163,usr_00003745,2025-03-31 18:49:11,2025-03-31 19:59:11,web,api,human,0,0,70,3.6
conv_00007958,acct_00000163,usr_00003743,2025-04-07 09:06:43,2025-04-07 09:48:43,chat,workflow,human,0,0,42,3.5
conv_00007967,acct_00000163,usr_00003745,2025-04-07 21:06:29,2025-04-07 21:55:29,chat,billing,human,0,0,49,2.9
conv_00007957,acct_00000163,usr_00003748,2025-04-09 09:35:43,2025-04-09 10:59:43,web,workflow,human,0,1,84,2.5
conv_00007963,acct_00000163,usr_00003748,2025-04-18 14:46:23,2025-04-18 15:22:23,chat,workflow,human,0,0,36,3.3
conv_00007964,acct_00000163,usr_00003748,2025-04-25 17:59:35,2025-04-25 19:50:35,web,workflow,human,0,1,111,2.5
conv_00007948,acct_00000163,usr_00003749,2025-04-30 10:21:18,2025-04-30 11:43:18,chat,bug,human,0,0,82,3.8
conv_00007988,acct_00000164,usr_00003751,2025-02-09 21:01:04,2025-02-09 21:42:04,email,reporting,human,0,0,41,3.7
conv_00007982,acct_00000164,usr_00003752,2025-02-14 08:39:41,2025-02-14 09:36:41,chat,api,ai_plus_human,1,0,57,4.2
conv_00007986,acct_00000164,usr_00003752,2025-02-14 12:58:41,2025-02-14 13:44:41,chat,workflow,ai_plus_human,1,0,46,3.9
conv_00007970,acct_00000164,usr_00003758,2025-02-25 15:19:00,2025-02-25 15:46:00,email,setup,ai_plus_human,1,0,27,3.9
conv_00007990,acct_00000164,usr_00003762,2025-03-01 19:12:31,2025-03-01 20:35:31,web,reporting,human,0,1,83,3.2
conv_00007980,acct_00000164,usr_00003763,2025-03-02 08:41:58,2025-03-02 09:15:58,email,permissions,human,0,0,34,3.7
conv_00007976,acct_00000164,usr_00003757,2025-03-02 14:34:48,2025-03-02 14:59:48,chat,setup,ai_plus_human,1,1,25,3.5
conv_00007992,acct_00000164,usr_00003753,2025-03-03 10:30:14,2025-03-03 11:30:14,web,reporting,human,0,0,60,3.1
